ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A2446,81,3575,192.71,27,4,0.049,1158.00,2024-11-11,Tablet,Data Analytics Online
A2447,112,5055,213.36,26,5,0.045,1959.00,2024-11-29,Desktop,Data Analytics Training
A2448,101,5415,236.41,13,10,0.099,1832.00,2024-11-15,Tablet,Learn Data Analytics
A2449,166,3118,212.46,25,7,0.042,1813.00,2024-11-14,Tablet,Data Analytics Online
A2452,126,5250,239.73,30,4,0.032,1070.00,2024-11-23,Tablet,Analytics For Data
A2453,119,4405,233.66,25,3,0.025,1407.00,2024-12-11,Desktop,Data Analytics Course
A2454,189,5060,236.54,26,7,0.037,1877.00,2024-11-10,Mobile,Data Analytics Training
A2455,167,3296,246.85,29,8,0.048,1723.00,2024-11-17,Desktop,Data Analytics Online
A2456,198,3499,209.74,30,9,0.045,1893.00,2024-11-25,Desktop,Data Analytics Course
A2457,95,3449,184.55,10,10,0.105,1601.00,2024-11-16,Mobile,Analytics For Data
A2458,181,3738,206.61,16,9,0.050,1868.00,2024-11-09,Mobile,Data Analytics Online
A2460,178,5751,205.34,24,10,0.056,1903.00,2024-11-20,Desktop,Data Analytics Course
A2461,127,5050,184.77,28,9,0.071,1906.00,2024-11-02,Desktop,Data Analytics Online
A2462,198,4773,202.54,17,10,0.051,1082.00,2024-11-19,Mobile,Data Analytics Online
A2463,86,5652,249.13,25,7,0.081,1981.00,2024-06-11,Mobile,Data Analytics Training
A2465,191,5070,247.41,12,4,0.021,1266.00,2024-11-25,Mobile,Analytics For Data
A2466,139,5879,197.90,24,4,0.029,1476.00,2024-11-05,Mobile,Data Analytics Course
A2467,197,3620,235.19,18,7,0.036,1740.00,2024-11-01,Mobile,Data Analytics Online
A2468,116,4250,216.66,10,9,0.078,1877.00,2024-11-02,Mobile,Data Analytics Training
A2469,192,4850,235.42,22,10,0.052,1124.00,2024-11-14,Desktop,Analytics For Data
A2470,118,3815,185.78,16,4,0.034,1093.00,2024-11-17,Desktop,Data Analytics Online
A2471,172,5741,198.44,14,4,0.023,1755.00,2024-11-11,Desktop,Analytics For Data
A2472,174,4272,240.77,16,7,0.040,1004.00,2024-11-23,Desktop,Learn Data Analytics
A2473,175,4974,182.22,21,5,0.029,1300.00,2024-11-23,Mobile,Learn Data Analytics
A2476,103,4670,203.40,21,4,0.039,1562.00,2024-11-25,Mobile,Analytics For Data
A2479,109,3933,189.73,11,4,0.037,1700.00,2024-07-11,Desktop,Data Analytics Online
A2480,118,4360,232.09,10,9,0.076,1252.00,2024-11-13,Desktop,Data Analytics Training
A2481,164,5120,185.69,10,5,0.030,1597.00,2024-11-23,Tablet,Analytics For Data
A2482,166,3887,192.00,24,9,0.054,1890.00,2024-11-13,Tablet,Data Analytics Course
A2483,88,3909,189.57,30,10,0.114,1750.00,2024-11-29,Desktop,Data Analytics Training
A2484,125,3017,232.51,14,7,0.056,1510.00,2024-11-08,Tablet,Data Analytics Training
A2486,151,3992,212.42,10,9,0.060,1890.00,2024-11-26,Tablet,Learn Data Analytics
A2487,182,3554,181.74,18,4,0.022,1933.00,2024-02-11,Tablet,Learn Data Analytics
A2488,84,4051,196.83,21,4,0.048,1094.00,2024-11-14,Mobile,Data Analytics Online
A2489,127,3541,239.47,16,10,0.079,1474.00,2024-11-25,Tablet,Data Analytics Training
A2490,104,5878,228.79,21,3,0.029,1101.00,2024-05-11,Mobile,Data Analytics Course
A2491,161,4611,228.34,26,7,0.043,1473.00,2024-11-25,Tablet,Data Analytics Online
A2492,141,4764,187.72,28,4,0.028,1428.00,2024-11-16,Mobile,Analytics For Data
A2493,186,4603,191.84,26,9,0.048,1918.00,2024-11-07,Desktop,Learn Data Analytics
A2495,124,5212,190.83,13,6,0.048,1399.00,2024-11-07,Desktop,Data Analytics Course
A2496,97,5285,249.65,12,7,0.072,1411.00,2024-11-27,Desktop,Data Analytics Training
A2497,111,3177,224.51,18,8,0.072,1946.00,2024-11-25,Desktop,Learn Data Analytics
A2498,93,5571,185.71,12,7,0.075,1630.00,2024-11-21,Tablet,Data Analytics Online
A2500,138,5314,198.39,17,10,0.072,1250.00,2024-11-20,Desktop,Data Analytics Online
A2501,129,4452,196.06,10,9,0.070,1069.00,2024-11-13,Tablet,Learn Data Analytics
A2502,183,3920,235.79,20,7,0.038,1238.00,2024-11-17,Mobile,Data Analytics Training
A2503,154,4603,214.00,20,3,0.019,1709.00,2024-11-18,Tablet,Data Analytics Course
A2504,95,4938,204.50,12,6,0.063,1494.00,2024-11-18,Tablet,Data Analytics Training
A2506,112,4072,211.56,17,10,0.089,1229.00,2024-01-11,Desktop,Analytics For Data
A2507,170,5953,186.11,25,8,0.047,1080.00,2024-11-26,Mobile,Data Analytics Online
A2509,113,3104,230.92,28,9,0.080,1422.00,2024-11-27,Tablet,Data Analytics Course
A2510,145,4882,217.25,22,3,0.021,1814.00,2024-11-19,Mobile,Analytics For Data
A2511,83,3212,243.86,25,4,0.048,1612.00,2024-11-19,Mobile,Data Analytics Course
A2512,90,4973,181.04,23,5,0.056,1039.00,2024-03-11,Desktop,Data Analytics Online
A2513,140,5227,222.57,27,3,0.021,1527.00,2024-11-18,Desktop,Learn Data Analytics
A2514,111,5434,181.05,10,5,0.045,1627.00,2024-11-23,Mobile,Data Analytics Training
A2515,105,3300,180.25,22,10,0.095,1640.00,2024-11-21,Mobile,Data Analytics Online
A2516,181,4857,215.59,13,8,0.044,1883.00,2024-11-23,Desktop,Learn Data Analytics
A2517,189,4019,248.09,16,6,0.032,1378.00,2024-11-30,Tablet,Data Analytics Online
A2518,138,5495,220.69,19,5,0.036,1624.00,2024-04-11,Tablet,Data Analytics Online
A2519,178,5218,208.92,20,7,0.039,1714.00,2024-11-25,Mobile,Analytics For Data
A2520,155,5996,247.54,15,5,0.032,1883.00,2024-11-27,Mobile,Analytics For Data
A2521,168,4932,198.95,16,7,0.042,1301.00,2024-11-19,Desktop,Data Analytics Training
A2522,152,4498,233.81,30,6,0.039,1090.00,2024-11-25,Desktop,Data Analytics Online
A2523,111,4164,191.04,18,9,0.081,1687.00,2024-11-21,Tablet,Data Analytics Training
A2524,141,4329,230.44,14,6,0.043,1610.00,2024-07-11,Mobile,Learn Data Analytics
A2525,97,5764,246.15,30,7,0.072,1345.00,2024-11-18,Mobile,Analytics For Data
A2526,82,5430,205.46,18,5,0.061,1435.00,2024-11-30,Mobile,Data Analytics Online
A2527,164,5179,206.72,18,9,0.055,1213.00,2024-11-27,Tablet,Data Analytics Course
A2528,109,5707,246.86,22,4,0.037,1980.00,2024-11-19,Tablet,Data Analytics Online
A2530,175,5718,225.40,19,6,0.034,1001.00,2024-12-11,Tablet,Analytics For Data
A2531,96,5075,221.28,25,3,0.031,1937.00,2024-11-23,Desktop,Learn Data Analytics
A2532,113,4473,202.30,17,5,0.044,1049.00,2024-11-08,Tablet,Data Analytics Online
A2533,96,3979,232.44,27,7,0.073,1140.00,2024-11-30,Mobile,Learn Data Analytics
A2534,162,5688,190.31,17,5,0.031,1556.00,2024-11-25,Tablet,Data Analytics Course
A2535,125,3546,234.02,23,10,0.080,1072.00,2024-11-27,Desktop,Analytics For Data
A2536,89,4188,206.71,16,4,0.045,1382.00,2024-11-01,Tablet,Data Analytics Online
A2537,99,4134,234.04,18,3,0.030,1683.00,2024-11-30,Desktop,Learn Data Analytics
A2538,91,4710,199.18,21,9,0.099,1431.00,2024-11-10,Tablet,Data Analytics Course
A2539,141,4654,192.19,21,6,0.043,1932.00,2024-11-25,Mobile,Analytics For Data
A2540,110,5509,245.38,13,8,0.073,1539.00,2024-11-10,Mobile,Learn Data Analytics
A2542,85,4653,196.73,23,6,0.071,1032.00,2024-11-13,Mobile,Data Analytics Course
A2543,151,5389,227.07,18,10,0.066,1318.00,2024-11-20,Desktop,Data Analytics Training
A2544,139,5290,208.43,28,4,0.029,1022.00,2024-11-20,Tablet,Data Analytics Online
A2546,109,4444,219.46,12,9,0.083,1159.00,2024-11-28,Mobile,Data Analytics Training
A2547,145,3509,181.11,19,10,0.069,1627.00,2024-11-22,Mobile,Data Analytics Online
A2548,151,4675,183.02,14,7,0.046,1000.00,2024-11-10,Mobile,Analytics For Data
A2549,108,5869,226.93,16,7,0.065,1633.00,2024-03-11,Desktop,Analytics For Data
A2550,166,3992,205.90,15,8,0.048,1899.00,2024-11-05,Desktop,Analytics For Data
A2551,134,4172,191.80,26,5,0.037,1170.00,2024-11-18,Tablet,Data Analytics Online
A2552,104,5926,224.63,17,8,0.077,1239.00,2024-11-24,Mobile,Learn Data Analytics
A2554,160,5664,210.58,16,9,0.056,1836.00,2024-11-07,Mobile,Data Analytics Training
A2555,147,5930,248.18,22,10,0.068,1743.00,2024-11-15,Desktop,Analytics For Data
A2556,196,3656,240.44,15,6,0.031,1894.00,2024-03-11,Tablet,Analytics For Data
A2557,159,5078,182.57,30,8,0.050,1541.00,2024-11-09,Mobile,Data Analytics Course
A2558,104,5257,220.44,17,7,0.067,1462.00,2024-11-27,Mobile,Data Analytics Online
A2559,135,5582,209.14,28,5,0.037,1912.00,2024-11-25,Tablet,Data Analytics Online
A2561,136,3657,236.19,12,5,0.037,1425.00,2024-11-06,Mobile,Data Analytics Online
A2564,181,5343,244.02,30,9,0.050,1639.00,2024-11-26,Mobile,Learn Data Analytics
A2566,80,5756,205.38,16,4,0.050,1778.00,2024-11-20,Desktop,Data Analytics Online
A2567,155,5696,236.44,13,3,0.019,1207.00,2024-11-23,Mobile,Data Analytics Online
A2568,114,5683,214.42,20,8,0.070,1474.00,2024-11-08,Mobile,Learn Data Analytics
A2569,98,4669,205.72,16,6,0.061,1767.00,2024-11-30,Desktop,Analytics For Data
A2571,160,3163,238.95,20,8,0.050,1569.00,2024-11-26,Desktop,Data Analytics Online
A2572,175,3732,231.25,16,10,0.057,1014.00,2024-11-15,Mobile,Learn Data Analytics
A2573,123,3860,224.63,24,8,0.065,1800.00,2024-11-15,Desktop,Analytics For Data
A2574,106,3196,212.12,15,6,0.057,1314.00,2024-11-23,Tablet,Analytics For Data
A2576,185,5121,215.46,12,9,0.049,1724.00,2024-02-11,Mobile,Data Analytics Course
A2577,139,5610,239.44,17,6,0.043,1548.00,2024-11-14,Tablet,Data Analytics Online
A2578,174,3890,186.04,28,7,0.040,1793.00,2024-11-21,Tablet,Data Analytics Online
A2579,157,4671,248.17,14,7,0.045,1247.00,2024-11-03,Mobile,Data Analytics Training
A2580,160,5438,197.50,16,6,0.038,1752.00,2024-03-11,Tablet,Data Analytics Course
A2582,144,5301,195.83,12,3,0.021,1654.00,2024-11-27,Tablet,Data Analytics Online
A2583,187,3722,182.43,27,7,0.037,1613.00,2024-11-20,Mobile,Data Analytics Training
A2585,194,5123,180.01,27,5,0.026,1978.00,2024-05-11,Mobile,Learn Data Analytics
A2586,157,4127,200.44,30,8,0.051,1044.00,2024-11-15,Desktop,Data Analytics Training
A2587,112,4944,233.83,19,4,0.036,1296.00,2024-11-27,Tablet,Data Analytics Training
A2588,82,4534,203.89,10,6,0.073,1589.00,2024-11-26,Tablet,Data Analytics Online
A2589,152,5894,219.23,14,5,0.033,1641.00,2024-11-13,Mobile,Data Analytics Training
A2590,81,5545,212.89,11,5,0.062,1818.00,2024-11-15,Mobile,Data Analytics Online
A2592,117,3039,223.72,27,8,0.068,1340.00,2024-11-14,Mobile,Data Analytics Training
A2594,192,4920,192.15,18,10,0.052,1665.00,2024-11-09,Mobile,Data Analytics Online
A2595,131,3187,234.53,24,10,0.076,1656.00,2024-07-11,Mobile,Data Analytics Course
A2596,177,3238,189.61,29,7,0.040,1925.00,2024-11-27,Tablet,Data Analytics Online
A2598,147,4507,190.42,27,8,0.054,1073.00,2024-11-05,Desktop,Learn Data Analytics
A2601,160,3711,214.41,10,6,0.038,1550.00,2024-11-07,Mobile,Analytics For Data
A2602,172,4841,234.94,28,8,0.047,1258.00,2024-11-12,Desktop,Analytics For Data
A2603,95,5411,182.58,13,4,0.042,1111.00,2024-11-30,Tablet,Data Analytics Training
A2604,111,3520,237.40,13,3,0.027,1395.00,2024-11-19,Mobile,Data Analytics Online
A2605,171,3460,184.14,27,9,0.053,1565.00,2024-11-16,Tablet,Data Analytics Online
A2606,145,5875,221.00,14,7,0.048,1230.00,2024-11-24,Desktop,Learn Data Analytics
A2607,118,3404,183.15,27,7,0.059,1489.00,2024-11-21,Tablet,Learn Data Analytics
A2608,171,3567,233.32,27,4,0.023,1271.00,2024-11-05,Desktop,Analytics For Data
A2609,108,3628,185.68,24,8,0.074,1682.00,2024-11-19,Tablet,Learn Data Analytics
A2610,100,4994,206.32,21,7,0.070,1673.00,2024-11-20,Tablet,Learn Data Analytics
A2611,138,5758,193.53,14,4,0.029,1902.00,2024-11-15,Tablet,Analytics For Data
A2612,88,3382,198.62,25,9,0.102,1599.00,2024-10-11,Desktop,Data Analytics Training
A2613,125,3652,186.61,29,10,0.080,1017.00,2024-11-29,Mobile,Learn Data Analytics
A2614,169,4120,215.75,27,5,0.030,1362.00,2024-11-19,Mobile,Analytics For Data
A2616,149,5726,235.72,17,7,0.047,1902.00,2024-11-11,Mobile,Data Analytics Online
A2617,99,5938,183.49,30,3,0.030,1487.00,2024-11-18,Mobile,Data Analytics Online
A2618,177,3567,214.71,28,5,0.028,1001.00,2024-11-11,Tablet,Analytics For Data
A2621,191,3337,231.00,29,6,0.031,1424.00,2024-11-18,Tablet,Data Analytics Course
A2624,125,4300,221.37,16,10,0.080,1066.00,2024-11-27,Tablet,Data Analytics Course
A2625,105,4094,183.47,11,6,0.057,1817.00,2024-11-25,Mobile,Data Analytics Online
A2626,84,4263,234.62,29,9,0.107,1599.00,2024-11-18,Mobile,Learn Data Analytics
A2627,114,3472,242.89,16,10,0.088,1642.00,2024-11-28,Tablet,Analytics For Data
A2628,129,4411,180.17,28,5,0.039,1173.00,2024-10-11,Desktop,Data Analytics Online
A2630,120,5915,241.95,26,3,0.025,1253.00,2024-11-25,Desktop,Analytics For Data
A2631,99,4111,192.09,14,5,0.051,1497.00,2024-11-19,Mobile,Analytics For Data
A2633,154,3510,211.16,26,10,0.065,1167.00,2024-11-14,Tablet,Data Analytics Online
A2635,136,5977,249.89,15,9,0.066,1477.00,2024-11-28,Tablet,Analytics For Data
A2636,177,5409,181.75,19,4,0.023,1793.00,2024-03-11,Tablet,Data Analytics Course
A2638,152,5421,248.08,16,6,0.039,1752.00,2024-11-27,Mobile,Analytics For Data
A2639,187,5181,227.15,18,10,0.053,1516.00,2024-11-25,Tablet,Data Analytics Training
A2640,91,5484,198.25,16,6,0.066,1981.00,2024-11-20,Mobile,Data Analytics Training
A2641,180,5545,238.85,30,10,0.056,1971.00,2024-11-24,Desktop,Data Analytics Course
A2644,157,4111,208.46,27,8,0.051,1187.00,2024-11-05,Tablet,Data Analytics Training
A2645,178,5640,195.80,25,4,0.022,1807.00,2024-11-22,Mobile,Data Analytics Online
A2646,94,3805,198.19,12,8,0.085,1523.00,2024-11-10,Tablet,Data Analytics Course
A2647,130,4561,196.04,25,9,0.069,1388.00,2024-11-18,Desktop,Analytics For Data
A2648,169,5865,200.36,19,5,0.030,1482.00,2024-11-30,Mobile,Data Analytics Online
A2649,176,5275,241.12,14,8,0.045,1995.00,2024-11-15,Mobile,Data Analytics Online
A2650,143,4964,207.66,21,10,0.070,1619.00,2024-11-13,Tablet,Analytics For Data
A2651,153,5292,225.98,21,9,0.059,1223.00,2024-11-10,Mobile,Data Analytics Course
A2652,96,5568,210.99,19,10,0.104,1317.00,2024-11-21,Desktop,Learn Data Analytics
A2653,96,4849,198.41,13,5,0.052,1198.00,2024-11-27,Mobile,Data Analytics Online
A2655,197,4645,219.15,24,5,0.025,1911.00,2024-11-30,Mobile,Data Analytics Online
A2656,191,5706,249.69,25,6,0.031,1821.00,2024-11-16,Desktop,Data Analytics Online
A2657,167,3438,235.20,10,7,0.042,1229.00,2024-11-17,Desktop,Data Analytics Online
A2658,191,3610,217.44,27,6,0.031,1890.00,2024-11-23,Tablet,Analytics For Data
A2659,90,3828,238.12,21,6,0.067,1505.00,2024-11-21,Desktop,Data Analytics Online
A2661,188,4300,226.13,28,7,0.037,1185.00,2024-11-14,Mobile,Data Analytics Online
A2662,173,3829,221.28,29,4,0.023,1417.00,2024-11-25,Desktop,Learn Data Analytics
A2663,107,4165,192.18,21,10,0.093,1754.00,2024-11-29,Mobile,Learn Data Analytics
A2664,171,5953,230.37,14,7,0.041,1436.00,2024-11-17,Tablet,Analytics For Data
A2665,87,4836,242.00,12,7,0.080,1665.00,2024-11-15,Desktop,Learn Data Analytics
A2666,199,3717,226.84,27,3,0.015,1449.00,2024-11-25,Mobile,Data Analytics Training
A2668,97,3921,232.83,11,9,0.093,1886.00,2024-11-16,Tablet,Analytics For Data
A2669,184,3824,200.99,26,6,0.033,1023.00,2024-11-26,Mobile,Data Analytics Online
A2670,168,5414,221.78,19,8,0.048,1715.00,2024-11-29,Mobile,Data Analytics Training
A2671,128,3984,222.78,26,4,0.031,1786.00,2024-11-14,Desktop,Data Analytics Online
A2673,142,5265,183.15,19,9,0.063,1173.00,2024-11-07,Desktop,Data Analytics Online
A2674,194,5273,201.59,15,10,0.052,1018.00,2024-11-06,Mobile,Data Analytics Online
A2675,141,5656,193.58,20,6,0.043,1953.00,2024-11-26,Desktop,Data Analytics Course
A2676,137,3149,195.06,17,6,0.044,1718.00,2024-11-08,Tablet,Analytics For Data
A2678,151,3487,187.00,30,6,0.040,1529.00,2024-11-13,Mobile,Data Analytics Online
A2679,87,4140,209.82,17,7,0.080,1151.00,2024-11-23,Tablet,Data Analytics Online
A2680,183,5659,191.88,12,7,0.038,1830.00,2024-11-10,Mobile,Analytics For Data
A2682,187,5531,219.88,10,5,0.027,1807.00,2024-11-13,Tablet,Analytics For Data
A2683,121,5275,234.88,23,4,0.033,1766.00,2024-05-11,Desktop,Data Analytics Online
A2685,165,5406,237.32,23,10,0.061,1002.00,2024-11-25,Tablet,Data Analytics Course
A2686,192,3755,218.14,28,3,0.016,1121.00,2024-11-30,Mobile,Data Analytics Online
A2687,193,4497,248.41,24,9,0.047,1025.00,2024-11-06,Desktop,Learn Data Analytics
A2688,138,5904,197.08,26,8,0.058,1698.00,2024-11-19,Desktop,Learn Data Analytics
A2690,162,5979,190.69,30,6,0.037,1976.00,2024-11-23,Tablet,Learn Data Analytics
A2691,115,4950,241.85,19,9,0.078,1343.00,2024-11-16,Tablet,Data Analytics Online
A2692,104,3405,227.36,28,8,0.077,1970.00,2024-11-27,Mobile,Data Analytics Course
A2694,146,4624,212.67,19,9,0.062,1513.00,2024-11-09,Mobile,Data Analytics Course
A2695,82,5241,191.23,28,9,0.110,1369.00,2024-03-11,Desktop,Data Analytics Course
A2697,142,3246,249.27,11,8,0.056,1667.00,2024-11-05,Mobile,Data Analytics Online
A2698,198,5858,232.94,17,8,0.040,1903.00,2024-11-22,Desktop,Analytics For Data
A2699,119,5159,227.36,22,10,0.084,1448.00,2024-11-16,Mobile,Data Analytics Training
A2700,109,4002,203.96,14,3,0.028,1430.00,2024-02-11,Mobile,Data Analytics Course
A2701,87,3068,243.15,11,6,0.069,1356.00,2024-11-23,Tablet,Data Analytics Online
A2702,110,4907,247.48,12,10,0.091,1205.00,2024-11-26,Desktop,Data Analytics Training
A2704,85,3909,189.90,12,3,0.035,1216.00,2024-11-14,Tablet,Data Analytics Online
A2705,199,3060,237.30,19,9,0.045,1527.00,2024-11-04,Mobile,Data Analytics Online
A2706,148,4558,249.74,18,8,0.054,1554.00,2024-11-01,Desktop,Data Analytics Course
A2707,173,5992,230.26,11,5,0.029,1683.00,2024-08-11,Mobile,Data Analytics Training
A2708,84,5069,192.08,25,3,0.036,1738.00,2024-11-11,Desktop,Data Analytics Online
A2709,82,4340,186.61,17,3,0.037,1092.00,2024-07-11,Desktop,Data Analytics Training
A2710,147,5139,245.93,29,8,0.054,1853.00,2024-10-11,Mobile,Data Analytics Course
A2711,186,4679,241.70,19,9,0.048,1333.00,2024-07-11,Tablet,Data Analytics Online
A2712,143,4232,207.76,30,8,0.056,1644.00,2024-11-18,Tablet,Data Analytics Online
A2713,133,5580,248.11,17,5,0.038,1111.00,2024-11-26,Tablet,Data Analytics Course
A2714,187,3972,226.62,24,7,0.037,1011.00,2024-11-04,Desktop,Data Analytics Training
A2715,121,5205,181.81,24,5,0.041,1555.00,2024-11-08,Tablet,Data Analytics Online
A2716,188,4521,214.58,24,3,0.016,1855.00,2024-11-19,Tablet,Data Analytics Course
A2717,115,3924,214.52,16,7,0.061,1312.00,2024-04-11,Desktop,Data Analytics Online
A2719,190,5141,225.14,15,10,0.053,1761.00,2024-11-21,Desktop,Learn Data Analytics
A2720,92,5952,192.35,30,4,0.043,1335.00,2024-08-11,Mobile,Data Analytics Online
A2724,129,3454,223.14,17,8,0.062,1391.00,2024-01-11,Tablet,Analytics For Data
A2725,162,3071,231.99,29,9,0.056,1603.00,2024-11-18,Tablet,Data Analytics Online
A2726,177,5954,206.76,13,4,0.023,1104.00,2024-11-14,Tablet,Learn Data Analytics
A2727,93,3473,207.92,30,9,0.097,1780.00,2024-11-08,Desktop,Data Analytics Course
A2728,117,4341,212.29,19,8,0.068,1399.00,2024-11-21,Desktop,Learn Data Analytics
A2729,120,3310,247.65,15,3,0.025,1584.00,2024-11-21,Mobile,Data Analytics Online
A2730,81,3694,183.52,17,3,0.037,1156.00,2024-11-22,Mobile,Data Analytics Online
A2731,91,3576,243.02,28,8,0.088,1567.00,2024-11-25,Mobile,Data Analytics Training
A2732,167,4856,232.10,18,7,0.042,1476.00,2024-11-07,Desktop,Analytics For Data
A2733,175,5484,186.91,14,3,0.017,1728.00,2024-11-18,Desktop,Analytics For Data
A2734,121,3633,190.82,16,5,0.041,1157.00,2024-11-16,Tablet,Data Analytics Online
A2736,176,4474,215.93,28,9,0.051,1214.00,2024-11-30,Mobile,Data Analytics Online
A2737,174,5282,240.85,10,4,0.023,1481.00,2024-11-26,Tablet,Data Analytics Course
A2738,180,3778,214.66,28,4,0.022,1733.00,2024-11-14,Desktop,Data Analytics Course
A2739,156,3361,183.12,29,9,0.058,1241.00,2024-11-10,Desktop,Data Analytics Online
A2741,161,5656,237.69,12,4,0.025,1262.00,2024-11-29,Mobile,Data Analytics Online
A2742,87,3061,192.29,15,6,0.069,1506.00,2024-11-20,Tablet,Data Analytics Online
A2743,126,4569,204.13,10,4,0.032,1037.00,2024-03-11,Tablet,Learn Data Analytics
A2744,151,5067,199.12,13,5,0.033,1669.00,2024-11-27,Mobile,Data Analytics Training
A2745,85,5612,245.87,12,7,0.082,1124.00,2024-11-16,Mobile,Learn Data Analytics
A2746,104,4627,200.98,28,6,0.058,1815.00,2024-11-16,Tablet,Data Analytics Training
A2747,103,4264,214.56,27,4,0.039,1804.00,2024-11-11,Desktop,Learn Data Analytics
A2748,162,5815,198.49,11,7,0.043,1468.00,2024-11-23,Tablet,Data Analytics Course
A2749,161,3597,218.35,29,6,0.037,1840.00,2024-06-11,Tablet,Data Analytics Course
A2750,83,5973,224.06,25,9,0.108,1197.00,2024-11-10,Mobile,Analytics For Data
A2751,165,3430,248.59,26,8,0.048,1056.00,2024-11-06,Desktop,Analytics For Data
A2752,134,5085,186.10,18,8,0.060,1033.00,2024-11-27,Mobile,Data Analytics Course
A2753,126,4906,222.92,16,9,0.071,1443.00,2024-11-25,Mobile,Learn Data Analytics
A2754,173,5082,198.75,16,3,0.017,1128.00,2024-11-14,Tablet,Analytics For Data
A2756,149,3573,247.52,20,4,0.027,1742.00,2024-03-11,Mobile,Analytics For Data
A2758,99,4466,214.08,14,7,0.071,1515.00,2024-11-15,Desktop,Analytics For Data
A2759,113,3120,249.66,20,8,0.071,1895.00,2024-11-27,Mobile,Data Analytics Training
A2760,84,3911,206.06,13,7,0.083,1155.00,2024-11-18,Tablet,Learn Data Analytics
A2761,182,3458,186.51,28,9,0.049,1982.00,2024-11-01,Desktop,Learn Data Analytics
A2762,82,3261,245.34,30,8,0.098,1922.00,2024-11-09,Desktop,Data Analytics Course
A2763,103,3844,232.39,13,7,0.068,1763.00,2024-11-25,Mobile,Learn Data Analytics
A2764,117,4298,227.92,15,8,0.068,1512.00,2024-11-21,Tablet,Data Analytics Online
A2765,93,4998,201.98,17,8,0.086,1216.00,2024-11-12,Desktop,Data Analytics Course
A2766,166,5110,196.99,26,4,0.024,1431.00,2024-12-11,Tablet,Data Analytics Online
A2767,121,5155,187.00,23,6,0.050,1510.00,2024-11-05,Tablet,Data Analytics Course
A2768,106,5010,220.66,26,6,0.057,1345.00,2024-11-16,Desktop,Data Analytics Course
A2769,106,4362,227.02,12,9,0.085,1548.00,2024-11-27,Mobile,Data Analytics Online
A2770,122,3662,211.05,19,6,0.049,1082.00,2024-11-21,Desktop,Data Analytics Training
A2771,193,5464,224.15,12,3,0.016,1157.00,2024-03-11,Tablet,Data Analytics Online
A2772,146,3560,214.16,26,3,0.021,1033.00,2024-11-02,Desktop,Analytics For Data
A2774,111,3278,189.58,25,5,0.045,1882.00,2024-09-11,Mobile,Data Analytics Training
A2776,195,4128,246.55,25,5,0.026,1105.00,2024-11-09,Mobile,Data Analytics Training
A2777,149,5018,219.11,16,3,0.020,1795.00,2024-11-26,Desktop,Data Analytics Training
A2778,194,5215,225.13,12,6,0.031,1107.00,2024-11-22,Tablet,Data Analytics Online
A2779,191,3948,208.43,23,7,0.037,1450.00,2024-11-24,Tablet,Data Analytics Course
A2780,196,4912,187.07,26,7,0.036,1720.00,2024-04-11,Desktop,Data Analytics Course
A2781,182,5136,249.36,23,7,0.038,1846.00,2024-11-03,Desktop,Learn Data Analytics
A2782,156,5674,193.18,29,10,0.064,1176.00,2024-11-27,Desktop,Data Analytics Course
A2783,187,4674,201.41,18,9,0.048,1719.00,2024-11-28,Tablet,Learn Data Analytics
A2784,117,4408,184.00,30,3,0.026,1239.00,2024-11-14,Tablet,Data Analytics Online
A2785,135,5402,238.81,19,8,0.059,1648.00,2024-11-28,Mobile,Learn Data Analytics
A2789,149,3249,202.43,11,6,0.040,1027.00,2024-04-11,Desktop,Analytics For Data
A2790,136,4351,233.43,18,6,0.044,1299.00,2024-12-11,Tablet,Data Analytics Online
A2791,119,5805,245.13,25,6,0.050,1122.00,2024-11-13,Tablet,Data Analytics Online
A2792,186,5685,197.15,18,10,0.054,1273.00,2024-11-24,Desktop,Data Analytics Course
A2793,91,3199,196.04,27,4,0.044,1737.00,2024-11-25,Tablet,Data Analytics Training
A2794,171,3490,180.82,11,8,0.047,1497.00,2024-11-14,Mobile,Data Analytics Course
A2796,121,3757,241.14,16,3,0.025,1226.00,2024-11-11,Desktop,Data Analytics Online
A2798,183,3876,237.72,13,10,0.055,1682.00,2024-11-11,Mobile,Data Analytics Online
A2799,133,4622,243.63,26,5,0.038,1742.00,2024-11-22,Mobile,Analytics For Data
A2800,127,3249,244.01,25,5,0.039,1248.00,2024-11-05,Mobile,Analytics For Data
A2801,195,3372,225.57,10,9,0.046,1686.00,2024-11-17,Mobile,Data Analytics Training
A2802,138,5452,210.45,16,8,0.058,1964.00,2024-02-11,Desktop,Data Analytics Training
A2803,134,3011,230.59,21,7,0.052,1224.00,2024-11-16,Mobile,Data Analytics Online
A2804,110,3371,211.89,12,6,0.055,1743.00,2024-11-09,Tablet,Data Analytics Course
A2805,186,5126,182.38,25,7,0.038,1856.00,2024-11-18,Tablet,Data Analytics Online
A2806,191,5257,219.40,29,6,0.031,1730.00,2024-11-04,Mobile,Data Analytics Online
A2807,169,3475,247.16,12,3,0.018,1985.00,2024-11-12,Mobile,Data Analytics Training
A2808,198,5447,225.49,16,5,0.025,1249.00,2024-11-29,Mobile,Analytics For Data
A2809,184,3272,241.80,27,9,0.049,1969.00,2024-11-08,Mobile,Learn Data Analytics
